image name;label
cam3_f2023-06-22T10:30:21.782Z.jpg_9.png;Stage-5_Concrete-2
cam3_f2023-06-23T10:30:24.382Z.jpg_0.png;Stage-5_Concrete-2
cam3_f2023-06-23T10:30:24.382Z.jpg_1.png;Stage-5_Concrete-2
cam3_f2023-06-23T10:30:24.382Z.jpg_10.png;Stage-5_Concrete-2
cam3_f2023-06-23T10:30:24.382Z.jpg_11.png;Stage-5_Concrete-2
cam3_f2023-06-23T10:30:24.382Z.jpg_12.png;Stage-5_Concrete-2
cam3_f2023-06-23T10:30:24.382Z.jpg_2.png;Stage-2_Formwork-1
cam3_f2023-06-23T10:30:24.382Z.jpg_3.png;Stage-2_Formwork-1
cam3_f2023-06-23T10:30:24.382Z.jpg_4.png;Stage-5_Concrete-2
cam3_f2023-06-23T10:30:24.382Z.jpg_5.png;Stage-5_Concrete-2
cam3_f2023-06-23T10:30:24.382Z.jpg_6.png;Stage-5_Concrete-2
cam3_f2023-06-23T10:30:24.382Z.jpg_7.png;Stage-5_Concrete-2
cam3_f2023-06-23T10:30:24.382Z.jpg_8.png;Stage-5_Concrete-2
cam3_f2023-06-23T10:30:24.382Z.jpg_9.png;Stage-5_Concrete-2
cam3_f2023-06-24T10:30:35.240Z.jpg_0.png;Stage-5_Concrete-2
cam3_f2023-06-24T10:30:35.240Z.jpg_1.png;Stage-5_Concrete-2
cam3_f2023-06-24T10:30:35.240Z.jpg_10.png;Stage-5_Concrete-2
cam3_f2023-06-24T10:30:35.240Z.jpg_11.png;Stage-5_Concrete-2
cam3_f2023-06-24T10:30:35.240Z.jpg_12.png;Stage-5_Concrete-2
cam3_f2023-06-24T10:30:35.240Z.jpg_2.png;Stage-2_Formwork-1
cam3_f2023-06-24T10:30:35.240Z.jpg_3.png;Stage-2_Formwork-1
cam3_f2023-06-24T10:30:35.240Z.jpg_4.png;Stage-5_Concrete-2
cam3_f2023-06-24T10:30:35.240Z.jpg_5.png;Stage-5_Concrete-2
cam3_f2023-06-24T10:30:35.240Z.jpg_6.png;Stage-5_Concrete-2
cam3_f2023-06-24T10:30:35.240Z.jpg_7.png;Stage-5_Concrete-2
cam3_f2023-06-24T10:30:35.240Z.jpg_8.png;Stage-5_Concrete-2
cam3_f2023-06-24T10:30:35.240Z.jpg_9.png;Stage-5_Concrete-2
cam3_f2023-06-25T10:30:31.101Z.jpg_0.png;Stage-5_Concrete-2
cam3_f2023-06-25T10:30:31.101Z.jpg_1.png;Stage-5_Concrete-2
cam3_f2023-06-25T10:30:31.101Z.jpg_10.png;Stage-5_Concrete-2
cam3_f2023-06-25T10:30:31.101Z.jpg_11.png;Stage-5_Concrete-2
cam3_f2023-06-25T10:30:31.101Z.jpg_12.png;Stage-5_Concrete-2
cam3_f2023-06-25T10:30:31.101Z.jpg_2.png;Stage-2_Formwork-1
cam3_f2023-06-25T10:30:31.101Z.jpg_3.png;Stage-2_Formwork-1
cam3_f2023-06-25T10:30:31.101Z.jpg_4.png;Stage-5_Concrete-2
cam3_f2023-06-25T10:30:31.101Z.jpg_5.png;Stage-5_Concrete-2
cam3_f2023-06-25T10:30:31.101Z.jpg_6.png;Stage-5_Concrete-2
cam3_f2023-06-25T10:30:31.101Z.jpg_7.png;Stage-5_Concrete-2
cam3_f2023-06-25T10:30:31.101Z.jpg_8.png;Stage-5_Concrete-2
cam3_f2023-06-25T10:30:31.101Z.jpg_9.png;Stage-5_Concrete-2
cam3_f2023-06-26T10:30:32.976Z.jpg_0.png;Stage-5_Concrete-2
cam3_f2023-06-26T10:30:32.976Z.jpg_1.png;Stage-6_Soil
cam3_f2023-06-26T10:30:32.976Z.jpg_10.png;Stage-5_Concrete-2
cam3_f2023-06-26T10:30:32.976Z.jpg_11.png;Stage-5_Concrete-2
cam3_f2023-06-26T10:30:32.976Z.jpg_12.png;Stage-6_Soil
cam3_f2023-06-26T10:30:32.976Z.jpg_2.png;Stage-2_Formwork-1
cam3_f2023-06-26T10:30:32.976Z.jpg_3.png;Stage-2_Formwork-1
cam3_f2023-06-26T10:30:32.976Z.jpg_4.png;Stage-5_Concrete-2
cam3_f2023-06-26T10:30:32.976Z.jpg_5.png;Stage-5_Concrete-2
cam3_f2023-06-26T10:30:32.976Z.jpg_6.png;Stage-5_Concrete-2
cam3_f2023-06-26T10:30:32.976Z.jpg_7.png;Stage-5_Concrete-2
cam3_f2023-06-26T10:30:32.976Z.jpg_8.png;Stage-6_Soil
cam3_f2023-06-26T10:30:32.976Z.jpg_9.png;Stage-6_Soil
cam3_f2023-06-27T10:30:24.318Z.jpg_0.png;Stage-6_Soil
cam3_f2023-06-27T10:30:24.318Z.jpg_1.png;Stage-6_Soil
cam3_f2023-06-27T10:30:24.318Z.jpg_10.png;Stage-5_Concrete-2
cam3_f2023-06-27T10:30:24.318Z.jpg_11.png;Stage-5_Concrete-2
cam3_f2023-06-27T10:30:24.318Z.jpg_12.png;Stage-6_Soil
cam3_f2023-06-27T10:30:24.318Z.jpg_2.png;Stage-2_Formwork-1
cam3_f2023-06-27T10:30:24.318Z.jpg_3.png;Stage-2_Formwork-1
cam3_f2023-06-27T10:30:24.318Z.jpg_4.png;Stage-6_Soil
cam3_f2023-06-27T10:30:24.318Z.jpg_5.png;Stage-5_Concrete-2
cam3_f2023-06-27T10:30:24.318Z.jpg_6.png;Stage-6_Soil
cam3_f2023-06-27T10:30:24.318Z.jpg_7.png;Stage-5_Concrete-2
cam3_f2023-06-27T10:30:24.318Z.jpg_8.png;Stage-6_Soil
cam3_f2023-06-27T10:30:24.318Z.jpg_9.png;Stage-6_Soil
cam4_f2023-05-30T10:30:29.296Z.jpg_0.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_1.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_10.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_11.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_12.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_13.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_14.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_15.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_16.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_17.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_18.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_19.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_2.png;Stage-0_Screed
cam4_f2023-05-30T10:30:29.296Z.jpg_20.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_21.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_3.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_4.png;Stage-0_Screed
cam4_f2023-05-30T10:30:29.296Z.jpg_5.png;Stage-0_Screed
cam4_f2023-05-30T10:30:29.296Z.jpg_6.png;Stage-0_Screed
cam4_f2023-05-30T10:30:29.296Z.jpg_7.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_8.png;Stage-1_Rebar
cam4_f2023-05-30T10:30:29.296Z.jpg_9.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_0.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_1.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_10.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_11.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_12.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_13.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_14.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_15.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_16.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_17.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_18.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_19.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_2.png;Stage-0_Screed
cam4_f2023-05-31T10:30:32.781Z.jpg_20.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_21.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_3.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_4.png;Stage-0_Screed
cam4_f2023-05-31T10:30:32.781Z.jpg_5.png;Stage-0_Screed
cam4_f2023-05-31T10:30:32.781Z.jpg_6.png;Stage-0_Screed
cam4_f2023-05-31T10:30:32.781Z.jpg_7.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_8.png;Stage-1_Rebar
cam4_f2023-05-31T10:30:32.781Z.jpg_9.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_0.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_1.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_10.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_11.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_12.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_13.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_14.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_15.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_16.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_17.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_18.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_19.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_2.png;Stage-0_Screed
cam4_f2023-06-01T10:30:34.702Z.jpg_20.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_21.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_3.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_4.png;Stage-0_Screed
cam4_f2023-06-01T10:30:34.702Z.jpg_5.png;Stage-0_Screed
cam4_f2023-06-01T10:30:34.702Z.jpg_6.png;Stage-0_Screed
cam4_f2023-06-01T10:30:34.702Z.jpg_7.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_8.png;Stage-1_Rebar
cam4_f2023-06-01T10:30:34.702Z.jpg_9.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_0.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_1.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_10.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_11.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_12.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_13.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_14.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_15.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_16.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_17.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_18.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_19.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_2.png;Stage-0_Screed
cam4_f2023-06-02T10:30:38.781Z.jpg_20.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_21.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_3.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_4.png;Stage-0_Screed
cam4_f2023-06-02T10:30:38.781Z.jpg_5.png;Stage-0_Screed
cam4_f2023-06-02T10:30:38.781Z.jpg_6.png;Stage-0_Screed
cam4_f2023-06-02T10:30:38.781Z.jpg_7.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_8.png;Stage-1_Rebar
cam4_f2023-06-02T10:30:38.781Z.jpg_9.png;Stage-1_Rebar
cam4_f2023-06-03T10:30:39.473Z.jpg_0.png;Stage-1_Rebar
cam4_f2023-06-03T10:30:39.473Z.jpg_1.png;Stage-1_Rebar
cam4_f2023-06-03T10:30:39.473Z.jpg_10.png;Stage-1_Rebar
cam4_f2023-06-03T10:30:39.473Z.jpg_11.png;Stage-1_Rebar
cam4_f2023-06-03T10:30:39.473Z.jpg_12.png;Stage-1_Rebar
cam4_f2023-06-03T10:30:39.473Z.jpg_13.png;Stage-1_Rebar
cam4_f2023-06-03T10:30:39.473Z.jpg_14.png;Stage-2_Formwork-1
cam4_f2023-06-03T10:30:39.473Z.jpg_15.png;Stage-2_Formwork-1
cam4_f2023-06-03T10:30:39.473Z.jpg_16.png;Stage-1_Rebar
cam4_f2023-06-03T10:30:39.473Z.jpg_17.png;Stage-1_Rebar
cam4_f2023-06-03T10:30:39.473Z.jpg_18.png;Stage-1_Rebar
cam4_f2023-06-03T10:30:39.473Z.jpg_19.png;Stage-1_Rebar
cam4_f2023-06-03T10:30:39.473Z.jpg_2.png;Stage-0_Screed
cam4_f2023-06-03T10:30:39.473Z.jpg_20.png;Stage-1_Rebar
cam4_f2023-06-03T10:30:39.473Z.jpg_21.png;Stage-1_Rebar
cam4_f2023-06-03T10:30:39.473Z.jpg_3.png;Stage-1_Rebar
cam4_f2023-06-03T10:30:39.473Z.jpg_4.png;Stage-0_Screed
cam4_f2023-06-03T10:30:39.473Z.jpg_5.png;Stage-0_Screed
cam4_f2023-06-03T10:30:39.473Z.jpg_6.png;Stage-0_Screed
cam4_f2023-06-03T10:30:39.473Z.jpg_7.png;Stage-1_Rebar
cam4_f2023-06-03T10:30:39.473Z.jpg_8.png;Stage-1_Rebar
cam4_f2023-06-03T10:30:39.473Z.jpg_9.png;Stage-1_Rebar
cam4_f2023-06-04T10:30:27.751Z.jpg_0.png;Stage-2_Formwork-1
cam4_f2023-06-04T10:30:27.751Z.jpg_1.png;Stage-1_Rebar
cam4_f2023-06-04T10:30:27.751Z.jpg_10.png;Stage-1_Rebar
cam4_f2023-06-04T10:30:27.751Z.jpg_11.png;Stage-2_Formwork-1
cam4_f2023-06-04T10:30:27.751Z.jpg_12.png;Stage-1_Rebar
cam4_f2023-06-04T10:30:27.751Z.jpg_13.png;Stage-1_Rebar
cam4_f2023-06-04T10:30:27.751Z.jpg_14.png;Stage-2_Formwork-1
cam4_f2023-06-04T10:30:27.751Z.jpg_15.png;Stage-2_Formwork-1
cam4_f2023-06-04T10:30:27.751Z.jpg_16.png;Stage-1_Rebar
cam4_f2023-06-04T10:30:27.751Z.jpg_17.png;Stage-2_Formwork-1
cam4_f2023-06-04T10:30:27.751Z.jpg_18.png;Stage-1_Rebar
cam4_f2023-06-04T10:30:27.751Z.jpg_19.png;Stage-1_Rebar
cam4_f2023-06-04T10:30:27.751Z.jpg_2.png;Stage-1_Rebar
cam4_f2023-06-04T10:30:27.751Z.jpg_20.png;Stage-1_Rebar
cam4_f2023-06-04T10:30:27.751Z.jpg_21.png;Stage-2_Formwork-1
cam4_f2023-06-04T10:30:27.751Z.jpg_3.png;Stage-1_Rebar
cam4_f2023-06-04T10:30:27.751Z.jpg_4.png;Stage-1_Rebar
cam4_f2023-06-04T10:30:27.751Z.jpg_5.png;Stage-1_Rebar
cam4_f2023-06-04T10:30:27.751Z.jpg_6.png;Stage-1_Rebar
cam4_f2023-06-04T10:30:27.751Z.jpg_7.png;Stage-1_Rebar
cam4_f2023-06-04T10:30:27.751Z.jpg_8.png;Stage-1_Rebar
cam4_f2023-06-04T10:30:27.751Z.jpg_9.png;Stage-1_Rebar
cam4_f2023-06-05T10:30:35.733Z.jpg_0.png;Stage-2_Formwork-1
cam4_f2023-06-05T10:30:35.733Z.jpg_1.png;Stage-1_Rebar
cam4_f2023-06-05T10:30:35.733Z.jpg_10.png;Stage-1_Rebar
cam4_f2023-06-05T10:30:35.733Z.jpg_11.png;Stage-2_Formwork-1
cam4_f2023-06-05T10:30:35.733Z.jpg_12.png;Stage-1_Rebar
cam4_f2023-06-05T10:30:35.733Z.jpg_13.png;Stage-1_Rebar
cam4_f2023-06-05T10:30:35.733Z.jpg_14.png;Stage-2_Formwork-1
cam4_f2023-06-05T10:30:35.733Z.jpg_15.png;Stage-2_Formwork-1
cam4_f2023-06-05T10:30:35.733Z.jpg_16.png;Stage-1_Rebar
cam4_f2023-06-05T10:30:35.733Z.jpg_17.png;Stage-2_Formwork-1
cam4_f2023-06-05T10:30:35.733Z.jpg_18.png;Stage-1_Rebar
cam4_f2023-06-05T10:30:35.733Z.jpg_19.png;Stage-1_Rebar
cam4_f2023-06-05T10:30:35.733Z.jpg_2.png;Stage-1_Rebar
cam4_f2023-06-05T10:30:35.733Z.jpg_20.png;Stage-1_Rebar
cam4_f2023-06-05T10:30:35.733Z.jpg_21.png;Stage-2_Formwork-1
cam4_f2023-06-05T10:30:35.733Z.jpg_3.png;Stage-1_Rebar
cam4_f2023-06-05T10:30:35.733Z.jpg_4.png;Stage-1_Rebar
cam4_f2023-06-05T10:30:35.733Z.jpg_5.png;Stage-1_Rebar
cam4_f2023-06-05T10:30:35.733Z.jpg_6.png;Stage-1_Rebar
cam4_f2023-06-05T10:30:35.733Z.jpg_7.png;Stage-1_Rebar
cam4_f2023-06-05T10:30:35.733Z.jpg_8.png;Stage-1_Rebar
cam4_f2023-06-05T10:30:35.733Z.jpg_9.png;Stage-1_Rebar
cam4_f2023-06-06T10:30:34.481Z.jpg_0.png;Stage-2_Formwork-1
cam4_f2023-06-06T10:30:34.481Z.jpg_1.png;Stage-1_Rebar
cam4_f2023-06-06T10:30:34.481Z.jpg_10.png;Stage-1_Rebar
cam4_f2023-06-06T10:30:34.481Z.jpg_11.png;Stage-2_Formwork-1
cam4_f2023-06-06T10:30:34.481Z.jpg_12.png;Stage-1_Rebar
cam4_f2023-06-06T10:30:34.481Z.jpg_13.png;Stage-1_Rebar
cam4_f2023-06-06T10:30:34.481Z.jpg_14.png;Stage-2_Formwork-1
cam4_f2023-06-06T10:30:34.481Z.jpg_15.png;Stage-2_Formwork-1
cam4_f2023-06-06T10:30:34.481Z.jpg_16.png;Stage-2_Formwork-1
cam4_f2023-06-06T10:30:34.481Z.jpg_17.png;Stage-2_Formwork-1
cam4_f2023-06-06T10:30:34.481Z.jpg_18.png;Stage-1_Rebar
cam4_f2023-06-06T10:30:34.481Z.jpg_19.png;Stage-1_Rebar
cam4_f2023-06-06T10:30:34.481Z.jpg_2.png;Stage-2_Formwork-1
cam4_f2023-06-06T10:30:34.481Z.jpg_20.png;Stage-1_Rebar
cam4_f2023-06-06T10:30:34.481Z.jpg_21.png;Stage-2_Formwork-1
cam4_f2023-06-06T10:30:34.481Z.jpg_3.png;Stage-2_Formwork-1
cam4_f2023-06-06T10:30:34.481Z.jpg_4.png;Stage-1_Rebar
cam4_f2023-06-06T10:30:34.481Z.jpg_5.png;Stage-1_Rebar
cam4_f2023-06-06T10:30:34.481Z.jpg_6.png;Stage-1_Rebar
cam4_f2023-06-06T10:30:34.481Z.jpg_7.png;Stage-1_Rebar
cam4_f2023-06-06T10:30:34.481Z.jpg_8.png;Stage-1_Rebar
cam4_f2023-06-06T10:30:34.481Z.jpg_9.png;Stage-1_Rebar
cam4_f2023-06-07T10:30:31.175Z.jpg_0.png;Stage-2_Formwork-1
cam4_f2023-06-07T10:30:31.175Z.jpg_1.png;Stage-1_Rebar
cam4_f2023-06-07T10:30:31.175Z.jpg_10.png;Stage-1_Rebar
cam4_f2023-06-07T10:30:31.175Z.jpg_11.png;Stage-2_Formwork-1
cam4_f2023-06-07T10:30:31.175Z.jpg_12.png;Stage-1_Rebar
cam4_f2023-06-07T10:30:31.175Z.jpg_13.png;Stage-1_Rebar
cam4_f2023-06-07T10:30:31.175Z.jpg_14.png;Stage-2_Formwork-1
cam4_f2023-06-07T10:30:31.175Z.jpg_15.png;Stage-2_Formwork-1
cam4_f2023-06-07T10:30:31.175Z.jpg_16.png;Stage-2_Formwork-1
cam4_f2023-06-07T10:30:31.175Z.jpg_17.png;Stage-2_Formwork-1
cam4_f2023-06-07T10:30:31.175Z.jpg_18.png;Stage-2_Formwork-1
cam4_f2023-06-07T10:30:31.175Z.jpg_19.png;Stage-2_Formwork-1
cam4_f2023-06-07T10:30:31.175Z.jpg_2.png;Stage-2_Formwork-1
cam4_f2023-06-07T10:30:31.175Z.jpg_20.png;Stage-2_Formwork-1
cam4_f2023-06-07T10:30:31.175Z.jpg_21.png;Stage-2_Formwork-1
cam4_f2023-06-07T10:30:31.175Z.jpg_3.png;Stage-2_Formwork-1
cam4_f2023-06-07T10:30:31.175Z.jpg_4.png;Stage-1_Rebar
cam4_f2023-06-07T10:30:31.175Z.jpg_5.png;Stage-1_Rebar
cam4_f2023-06-07T10:30:31.175Z.jpg_6.png;Stage-1_Rebar
cam4_f2023-06-07T10:30:31.175Z.jpg_7.png;Stage-1_Rebar
cam4_f2023-06-07T10:30:31.175Z.jpg_8.png;Stage-1_Rebar
cam4_f2023-06-07T10:30:31.175Z.jpg_9.png;Stage-1_Rebar
cam4_f2023-06-08T10:30:29.947Z.jpg_0.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_1.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_10.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_11.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_12.png;Stage-1_Rebar
cam4_f2023-06-08T10:30:29.947Z.jpg_13.png;Stage-1_Rebar
cam4_f2023-06-08T10:30:29.947Z.jpg_14.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_15.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_16.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_17.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_18.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_19.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_2.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_20.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_21.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_3.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_4.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_5.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_6.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_7.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_8.png;Stage-2_Formwork-1
cam4_f2023-06-08T10:30:29.947Z.jpg_9.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_0.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_1.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_10.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_11.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_12.png;Stage-1_Rebar
cam4_f2023-06-09T10:30:29.683Z.jpg_13.png;Stage-1_Rebar
cam4_f2023-06-09T10:30:29.683Z.jpg_14.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_15.png;Stage-3_Concrete-1
cam4_f2023-06-09T10:30:29.683Z.jpg_16.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_17.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_18.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_19.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_2.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_20.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_21.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_3.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_4.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_5.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_6.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_7.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_8.png;Stage-2_Formwork-1
cam4_f2023-06-09T10:30:29.683Z.jpg_9.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_0.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_1.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_10.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_11.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_12.png;Stage-1_Rebar
cam4_f2023-06-10T10:30:38.051Z.jpg_13.png;Stage-1_Rebar
cam4_f2023-06-10T10:30:38.051Z.jpg_14.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_15.png;Stage-3_Concrete-1
cam4_f2023-06-10T10:30:38.051Z.jpg_16.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_17.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_18.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_19.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_2.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_20.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_21.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_3.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_4.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_5.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_6.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_7.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_8.png;Stage-2_Formwork-1
cam4_f2023-06-10T10:30:38.051Z.jpg_9.png;Stage-2_Formwork-1
cam4_f2023-06-11T10:30:24.132Z.jpg_0.png;Stage-2_Formwork-1
cam4_f2023-06-11T10:30:24.132Z.jpg_1.png;Stage-2_Formwork-1
cam4_f2023-06-11T10:30:24.132Z.jpg_10.png;Stage-2_Formwork-1
cam4_f2023-06-11T10:30:24.132Z.jpg_11.png;Stage-2_Formwork-1
